,age1,age2,best_of,draw_size,ht1,ht2,ioc1,ioc2,match_num,rank1,rank2,round,win,year
142977,25.177275838499998,24.0848733744,5,128,188,180,FRA,GER,106,10,126,3,1,2010
142978,22.7049965777,29.921971252600002,5,128,198,185,USA,BEL,107,21,63,3,1,2010
142979,23.101984941799998,25.4811772758,5,128,190,183,GBR,FRA,108,4,32,3,1,2010
142980,25.8507871321,22.4750171116,5,128,193,188,SWE,BRA,109,6,24,3,1,2010
142981,28.219028063000003,23.3538672142,5,128,175,188,ESP,FRA,110,11,55,3,1,2010
142982,28.4380561259,21.7522245038,5,128,185,193,FRA,NED,111,66,49,3,1,2010
142983,24.0492813142,26.2422997947,5,128,185,185,ESP,GER,112,1,41,3,1,2010
142984,28.8678986995,29.0814510609,5,128,185,183,SUI,AUT,113,2,16,4,1,2010
142985,24.758384668,22.929500342199997,5,128,196,196,CZE,GER,114,13,98,4,1,2010
142986,23.082819986300002,29.3196440794,5,128,188,180,SRB,AUS,115,3,26,4,1,2010
142987,26.8528405202,27.808350444899997,5,128,180,188,TPE,USA,116,82,7,4,1,2010
142988,25.177275838499998,28.501026694,5,128,188,185,FRA,FRA,117,10,40,4,1,2010
142989,23.101984941799998,22.7049965777,5,128,190,198,GBR,USA,118,4,21,4,1,2010
142990,25.8507871321,28.219028063000003,5,128,193,175,SWE,ESP,119,6,11,4,1,2010
142991,24.0492813142,28.4380561259,5,128,185,185,ESP,FRA,120,1,66,4,1,2010
142992,24.758384668,28.8678986995,5,128,196,185,CZE,SUI,121,13,2,5,1,2010
142993,23.082819986300002,26.8528405202,5,128,188,180,SRB,TPE,122,3,82,5,1,2010
142994,23.101984941799998,25.177275838499998,5,128,190,188,GBR,FRA,123,4,10,5,1,2010
142995,24.0492813142,25.8507871321,5,128,185,193,ESP,SWE,124,1,6,5,1,2010
142996,24.758384668,23.082819986300002,5,128,196,188,CZE,SRB,125,13,3,6,1,2010
142997,24.0492813142,23.101984941799998,5,128,185,190,ESP,GBR,126,1,4,6,1,2010
142998,24.0492813142,24.758384668,5,128,185,196,ESP,CZE,127,1,13,7,1,2010
143196,24.240930869299998,25.2703627652,5,128,185,188,ESP,RUS,1,1,93,1,1,2010
143197,23.9780971937,27.112936345,5,128,188,175,UZB,ARG,2,39,191,1,1,2010
143198,25.6728268309,21.1033538672,5,128,183,183,FRA,USA,3,42,100,1,1,2010
143199,26.8720054757,24.276522929499997,5,128,178,180,GER,GER,4,31,89,1,1,2010
143200,28.9418206708,22.757015742600004,5,128,188,188,ESP,COL,5,25,60,1,1,2010
143201,21.311430527,34.3463381246,5,128,196,180,FRA,GER,6,163,91,1,1,2010
143202,24.6461327858,30.9979466119,5,128,193,183,UKR,AUS,7,36,118,1,1,2010
143203,18.3134839151,31.449691991799998,5,128,183,193,USA,CRO,8,220,17,1,1,2010
143204,28.4106776181,21.8097193703,5,128,175,180,ESP,UKR,9,12,45,1,1,2010
143205,29.2046543463,23.1211498973,5,128,178,196,GER,GER,10,70,75,1,1,2010
143206,25.0622861054,29.1033538672,5,128,185,185,ESP,FIN,11,59,58,1,1,2010
143207,23.545516769299997,21.9986310746,5,128,188,190,FRA,LAT,12,64,26,1,1,2010
143208,28.659822039699996,30.234086242300002,5,128,180,180,ARG,RSA,13,33,231,1,1,2010
143209,29.5003422313,26.9021218344,5,128,180,190,FRA,GER,14,66,46,1,1,2010
143210,22.1683778234,22.3956194387,5,128,183,183,FRA,ESP,15,152,76,1,1,2010
143211,26.789869952100002,23.2689938398,5,128,188,178,ESP,ITA,16,8,86,1,1,2010
143212,23.2936344969,22.822724161500002,5,128,190,185,GBR,SVK,17,4,71,1,1,2010
143213,25.7248459959,32.6461327858,5,128,196,183,GER,ESP,18,123,92,1,1,2010
143214,31.0006844627,27.0444900753,5,128,190,180,ARG,TPE,19,51,43,1,1,2010
143215,25.4236824093,22.6776180698,5,128,183,183,SUI,KAZ,20,27,85,1,1,2010
143216,22.8966461328,20.0273785079,5,128,198,190,USA,USA,21,22,596,1,1,2010
143217,24.3832991102,26.521560574899997,5,128,190,190,ESP,ITA,22,94,56,1,1,2010
143218,27.2388774812,28.2902121834,5,128,188,190,ESP,POL,23,53,62,1,1,2010
143219,25.0239561944,29.1279945243,5,128,183,188,ESP,ITA,24,16,55,1,1,2010
143220,28.180698151999998,23.107460643400003,5,128,183,185,RUS,KAZ,25,14,40,1,1,2010
143221,25.4045174538,30.1136208077,5,128,175,185,ISR,BEL,26,95,50,1,1,2010
143222,28.9691991786,17.9301848049,5,128,185,185,SUI,USA,27,63,651,1,1,2010
143223,25.3442847365,25.4346338125,5,128,206,178,USA,POR,28,20,87,1,1,2010
143224,28.6926762491,31.7563312799,5,128,185,185,FRA,CZE,29,37,30,1,1,2010
143225,28.3312799452,25.1006160164,5,128,180,196,ESP,CZE,30,41,172,1,1,2010
143226,29.1088295688,27.570157426399998,5,128,198,183,ROU,ARG,31,54,101,1,1,2010
143227,30.2833675565,24.9500342231,5,128,190,196,FRA,CZE,32,35,7,1,1,2010
143228,29.242984257399996,32.3312799452,5,128,178,173,RUS,USA,33,6,80,1,1,2010
143229,24.1998631075,29.3798767967,5,128,185,185,FRA,GER,34,38,84,1,1,2010
143230,24.2847364819,25.541409993200002,5,128,203,180,RSA,IND,35,77,98,1,1,2010
143231,22.6666666667,22.6666666667,5,128,188,175,BRA,USA,36,28,186,1,1,2010
143232,23.994524298400002,30.789869952100002,5,128,193,190,FRA,USA,37,19,148,1,1,2010
143233,27.129363449699998,25.3415468857,5,128,185,188,RUS,ARG,38,121,61,1,1,2010
143234,26.1875427789,29.6125941136,5,128,180,168,SRB,BEL,39,44,74,1,1,2010
143235,28.0,30.2861054073,5,128,188,185,USA,FRA,40,9,78,1,1,2010
143236,32.700889801500004,25.2019164956,5,128,173,183,FRA,CYP,41,68,18,1,1,2010
143237,24.3531827515,27.895961670100004,5,128,183,183,ARG,USA,42,57,102,1,1,2010
143238,24.659822039699996,31.164955509899997,5,128,180,173,URU,BRA,43,88,228,1,1,2010
143239,28.722792607800002,27.0636550308,5,128,188,180,USA,CZE,44,21,82,1,1,2010
143240,22.206707734400002,26.4202600958,5,128,180,185,CAN,ARG,45,205,32,1,1,2010
143241,30.672142368200003,28.188911704299997,5,128,185,193,USA,BEL,46,108,321,1,1,2010
143243,23.2744695414,24.550308008200002,5,128,188,193,SRB,SRB,48,3,47,1,1,2010
143244,26.0424366872,23.4414784394,5,128,193,190,SWE,AUT,49,5,214,1,1,2010
143245,29.3497604381,26.7926078029,5,128,188,185,USA,COL,50,72,65,1,1,2010
143246,21.943874058899997,33.4182067077,5,128,193,188,NED,FRA,51,48,170,1,1,2010
143247,25.6563997262,30.0862422998,5,128,183,183,CRO,CHI,52,146,29,1,1,2010
143248,29.7577002053,26.5352498289,5,128,175,185,ESP,POL,53,23,90,1,1,2010
143249,23.195071868600003,19.6741957563,5,128,198,196,AUS,CAN,54,145,247,1,1,2010
143250,20.6680355921,22.5407255305,5,128,178,185,JPN,KAZ,55,147,69,1,1,2010
143251,21.9192334018,22.9760438056,5,128,198,185,CRO,UKR,56,13,73,1,1,2010
143252,29.273100616,27.7152635181,5,128,183,185,AUT,RUS,57,15,481,1,1,2010
143253,20.1916495551,23.129363449699998,5,128,175,196,LTU,USA,58,124,113,1,1,2010
143254,29.689253935700002,30.904859685100003,5,128,175,175,BRA,GER,59,81,97,1,1,2010
143255,30.546201231999998,21.1362080767,5,128,183,190,ESP,SVK,60,24,293,1,1,2010
143256,28.629705681,29.5112936345,5,128,185,180,FRA,AUS,61,109,34,1,1,2010
143257,20.2628336756,23.2936344969,5,128,188,188,FRA,ARG,62,206,79,1,1,2010
143258,24.5639972621,30.1629021218,5,128,190,193,GER,GER,63,104,49,1,1,2010
143259,29.0595482546,26.5133470226,5,128,185,170,SUI,ARG,64,2,96,1,1,2010
143260,24.240930869299998,23.9780971937,5,128,185,188,ESP,UZB,65,1,39,2,1,2010
143261,25.6728268309,26.8720054757,5,128,183,178,FRA,GER,66,42,31,2,1,2010
143262,28.9418206708,21.311430527,5,128,188,196,ESP,FRA,67,25,163,2,1,2010
143263,24.6461327858,18.3134839151,5,128,193,183,UKR,USA,68,36,220,2,1,2010
143264,28.4106776181,29.2046543463,5,128,175,178,ESP,GER,69,12,70,2,1,2010
143265,25.0622861054,23.545516769299997,5,128,185,188,ESP,FRA,70,59,64,2,1,2010
143266,28.659822039699996,29.5003422313,5,128,180,180,ARG,FRA,71,33,66,2,1,2010
143267,26.789869952100002,22.1683778234,5,128,188,183,ESP,FRA,72,8,152,2,1,2010
143268,23.2936344969,25.7248459959,5,128,190,196,GBR,GER,73,4,123,2,1,2010
143269,25.4236824093,31.0006844627,5,128,183,190,SUI,ARG,74,27,51,2,1,2010
143270,22.8966461328,24.3832991102,5,128,198,190,USA,ESP,75,22,94,2,1,2010
143271,25.0239561944,27.2388774812,5,128,183,188,ESP,ESP,76,16,53,2,1,2010
143272,28.180698151999998,25.4045174538,5,128,183,175,RUS,ISR,77,14,95,2,1,2010
143273,25.3442847365,28.9691991786,5,128,206,185,USA,SUI,78,20,63,2,1,2010
143274,28.3312799452,28.6926762491,5,128,180,185,ESP,FRA,79,41,37,2,1,2010
143275,30.2833675565,29.1088295688,5,128,190,198,FRA,ROU,80,35,54,2,1,2010
143276,24.1998631075,29.242984257399996,5,128,185,178,FRA,RUS,81,38,6,2,1,2010
143277,24.2847364819,22.6666666667,5,128,203,188,RSA,BRA,82,77,28,2,1,2010
143278,23.994524298400002,27.129363449699998,5,128,193,185,FRA,RUS,83,19,121,2,1,2010
143279,26.1875427789,28.0,5,128,180,188,SRB,USA,84,44,9,2,1,2010
143280,32.700889801500004,24.3531827515,5,128,173,183,FRA,ARG,85,68,57,2,1,2010
143281,28.722792607800002,24.659822039699996,5,128,188,180,USA,URU,86,21,88,2,1,2010
143282,30.672142368200003,22.206707734400002,5,128,185,180,USA,CAN,87,108,205,2,1,2010
143283,23.2744695414,26.4339493498,5,128,188,185,SRB,GER,88,3,52,2,1,2010
143284,26.0424366872,29.3497604381,5,128,193,188,SWE,USA,89,5,72,2,1,2010
143285,21.943874058899997,25.6563997262,5,128,193,183,NED,CRO,90,48,146,2,1,2010
143286,29.7577002053,23.195071868600003,5,128,175,198,ESP,AUS,91,23,145,2,1,2010
143287,20.6680355921,21.9192334018,5,128,178,198,JPN,CRO,92,147,13,2,1,2010
143288,29.273100616,20.1916495551,5,128,183,175,AUT,LTU,93,15,124,2,1,2010
143289,30.546201231999998,29.689253935700002,5,128,183,175,ESP,BRA,94,24,81,2,1,2010
143290,28.629705681,20.2628336756,5,128,185,188,FRA,FRA,95,109,206,2,1,2010
143291,29.0595482546,24.5639972621,5,128,185,190,SUI,GER,96,2,104,2,1,2010
143292,24.240930869299998,25.6728268309,5,128,185,183,ESP,FRA,97,1,42,3,1,2010
143293,28.9418206708,24.6461327858,5,128,188,193,ESP,UKR,98,25,36,3,1,2010
143294,28.4106776181,25.0622861054,5,128,175,185,ESP,ESP,99,12,59,3,1,2010
143295,26.789869952100002,28.659822039699996,5,128,188,180,ESP,ARG,100,8,33,3,1,2010
143296,25.4236824093,23.2936344969,5,128,183,190,SUI,GBR,101,27,4,3,1,2010
143297,22.8966461328,25.0239561944,5,128,198,183,USA,ESP,102,22,16,3,1,2010
143298,28.180698151999998,25.3442847365,5,128,183,206,RUS,USA,103,14,20,3,1,2010
143299,28.3312799452,30.2833675565,5,128,180,190,ESP,FRA,104,41,35,3,1,2010
143300,24.1998631075,24.2847364819,5,128,185,203,FRA,RSA,105,38,77,3,1,2010
143301,23.994524298400002,26.1875427789,5,128,193,180,FRA,SRB,106,19,44,3,1,2010
143302,28.722792607800002,32.700889801500004,5,128,188,173,USA,FRA,107,21,68,3,1,2010
143303,23.2744695414,30.672142368200003,5,128,188,185,SRB,USA,108,3,108,3,1,2010
143304,26.0424366872,21.943874058899997,5,128,193,193,SWE,NED,109,5,48,3,1,2010
143305,29.7577002053,20.6680355921,5,128,175,178,ESP,JPN,110,23,147,3,1,2010
143306,29.273100616,30.546201231999998,5,128,183,183,AUT,ESP,111,15,24,3,1,2010
143307,29.0595482546,28.629705681,5,128,185,185,SUI,FRA,112,2,109,3,1,2010
143308,24.240930869299998,28.9418206708,5,128,185,188,ESP,ESP,113,1,25,4,1,2010
143309,26.789869952100002,28.4106776181,5,128,188,175,ESP,ESP,114,8,12,4,1,2010
143310,25.4236824093,22.8966461328,5,128,183,198,SUI,USA,115,27,22,4,1,2010
143311,28.180698151999998,28.3312799452,5,128,183,180,RUS,ESP,116,14,41,4,1,2010
143312,23.994524298400002,24.1998631075,5,128,193,185,FRA,FRA,117,19,38,4,1,2010
143313,23.2744695414,28.722792607800002,5,128,188,188,SRB,USA,118,3,21,4,1,2010
143314,26.0424366872,29.7577002053,5,128,193,175,SWE,ESP,119,5,23,4,1,2010
143315,29.0595482546,29.273100616,5,128,185,183,SUI,AUT,120,2,15,4,1,2010
143316,24.240930869299998,26.789869952100002,5,128,185,188,ESP,ESP,121,1,8,5,1,2010
143317,28.180698151999998,25.4236824093,5,128,183,183,RUS,SUI,122,14,27,5,1,2010
143318,23.2744695414,23.994524298400002,5,128,188,193,SRB,FRA,123,3,19,5,1,2010
143319,29.0595482546,26.0424366872,5,128,185,193,SUI,SWE,124,2,5,5,1,2010
143320,24.240930869299998,28.180698151999998,5,128,185,183,ESP,RUS,125,1,14,6,1,2010
143321,23.2744695414,29.0595482546,5,128,188,185,SRB,SUI,126,3,2,6,1,2010
143322,24.240930869299998,23.2744695414,5,128,185,188,ESP,SRB,127,1,3,7,1,2010
143572,28.4462696783,26.5160848734,5,128,185,185,SUI,RUS,1,1,37,1,1,2010
143573,28.4955509925,30.3874058864,5,128,198,190,ROU,ARG,2,47,76,1,1,2010
143574,29.6728268309,28.514715948000003,5,128,185,188,FRA,ITA,3,104,63,1,1,2010
143575,29.144421629,31.7754962355,5,128,175,180,ESP,ESP,4,32,71,1,1,2010
143576,28.898015058200002,24.7063655031,5,128,180,180,AUS,BRA,5,22,194,1,1,2010
143577,20.4900752909,31.0937713895,5,128,183,170,USA,BEL,6,195,85,1,1,2010
143578,24.5886379192,28.093086926799998,5,128,183,183,CYP,ITA,7,31,83,1,1,2010
143579,27.7973990418,24.8213552361,5,128,175,178,ESP,POR,8,18,68,1,1,2010
143580,26.176591375799998,22.5817932923,5,128,188,198,ESP,AUS,9,9,129,1,1,2010
143582,33.043121149899996,25.8370978782,5,128,175,193,AUT,USA,11,134,84,1,1,2010
143583,25.0431211499,29.9329226557,5,128,183,183,CRO,ESP,12,185,23,1,1,2010
143584,25.8069815195,21.385352498299998,5,128,185,190,ARG,LAT,13,33,82,1,1,2010
143585,29.6700889802,29.9383983573,5,128,190,183,FRA,ARG,14,72,96,1,1,2010
143586,22.3627652293,33.3935660507,5,128,185,190,UKR,ESP,15,119,509,1,1,2010
143587,28.629705681,27.627652293,5,128,178,183,RUS,GER,16,6,175,1,1,2010
143588,22.6611909651,24.449007529099998,5,128,188,185,SRB,ESP,17,3,74,1,1,2010
143589,28.3559206023,24.4462696783,5,128,185,194,SUI,AUS,18,58,180,1,1,2010
143590,29.5496235455,27.575633128000003,5,128,193,193,GER,BEL,19,66,112,1,1,2010
143591,23.364818617399997,22.932238193000003,5,128,188,188,UZB,FRA,20,103,34,1,1,2010
143592,27.5674195756,23.5865845311,5,128,183,185,RUS,FRA,21,20,52,1,1,2010
143593,26.4503764545,27.282683093800003,5,128,180,183,CZE,USA,22,92,99,1,1,2010
143594,27.6769336071,22.409308692699998,5,128,190,190,POL,GER,23,86,78,1,1,2010
143595,22.143737166300003,27.718001368899998,5,128,188,180,COL,ESP,24,114,16,1,1,2010
143596,24.7556468172,24.0328542094,5,128,188,193,FRA,UKR,25,10,62,1,1,2010
143597,28.7364818617,22.6557152635,5,128,188,178,USA,ITA,26,79,56,1,1,2010
143598,25.574264202600002,17.7002053388,5,128,180,183,SRB,USA,27,36,341,1,1,2010
143599,31.794661191,28.7665982204,5,128,188,185,GER,GER,28,17,61,1,1,2010
143600,24.4106776181,29.5003422313,5,128,183,185,ESP,BEL,29,25,93,1,1,2010
143601,28.59137577,23.3045859001,5,128,178,183,GER,SLO,30,38,169,1,1,2010
143602,26.1793292266,31.542778918499998,5,128,185,180,COL,BRA,31,77,88,1,1,2010
143603,23.7700205339,25.4291581109,5,128,190,193,ESP,SWE,32,113,8,1,1,2010
143604,27.3867214237,21.3305954825,5,128,188,193,USA,NED,33,7,80,1,1,2010
143605,22.0533880903,24.657084188899997,5,128,188,188,BRA,RUS,34,35,102,1,1,2010
143606,28.328542094499998,24.046543463400003,5,128,188,180,ESP,URU,35,46,48,1,1,2010
143607,33.7330595483,22.2833675565,5,128,180,198,GER,USA,36,107,29,1,1,2010
143608,24.336755646799997,22.787132101300003,5,128,196,190,CZE,NED,37,21,390,1,1,2010
143609,21.9274469541,22.507871321,5,128,185,196,KAZ,GER,38,53,91,1,1,2010
143610,22.606433949299998,31.6413415469,5,128,190,175,TUR,FRA,39,154,564,1,1,2010
143611,29.472963723499998,28.9993155373,5,128,183,168,CHI,BEL,40,11,59,1,1,2010
143612,21.3059548255,37.108829568800004,5,128,198,178,CRO,FRA,41,14,67,1,1,2010
143613,17.2429842574,19.6495550992,5,128,193,188,AUS,FRA,42,289,173,1,1,2010
143614,28.301163586599998,27.2470910335,5,128,180,190,RUS,ARG,43,100,51,1,1,2010
143615,24.810403833000002,26.6255989049,5,128,183,188,SUI,ESP,44,19,44,1,1,2010
143616,23.9370294319,33.4318959617,5,128,193,188,SRB,ECU,45,30,94,1,1,2010
143617,26.288843258000004,25.8206707734,5,128,190,185,GER,GER,46,60,81,1,1,2010
143618,30.058863791900002,32.0876112252,5,128,185,173,USA,FRA,47,45,55,1,1,2010
143619,21.3196440794,31.718001368899998,5,128,198,173,ARG,USA,48,5,90,1,1,2010
143620,22.6803559206,23.671457905500002,5,128,190,203,GBR,RSA,49,4,148,1,1,2010
143621,32.8049281314,24.279260780300003,5,128,188,183,FRA,ITA,50,57,98,1,1,2010
143622,28.490075290900002,21.4674880219,5,128,185,183,FIN,AUS,51,132,235,1,1,2010
143623,28.887063655,28.659822039699996,5,128,180,183,FRA,AUT,52,64,27,1,1,2010
143624,24.7310061602,25.9082819986,5,128,206,190,USA,ITA,53,28,49,1,1,2010
143625,25.029431896,26.431211499,5,128,175,180,IRL,TPE,54,284,101,1,1,2010
143626,21.916495551,26.4229979466,5,128,180,180,CRO,AUT,55,224,73,1,1,2010
143627,23.3812457221,22.146475017100002,5,128,193,188,FRA,AUS,56,12,251,1,1,2010
143628,30.8884325804,31.143052703600002,5,128,208,185,CRO,CZE,57,39,13,1,1,2010
143629,28.079397672800003,27.112936345,5,128,185,185,FRA,FRA,58,43,133,1,1,2010
143630,22.4941820671,28.1095140315,5,128,185,188,KAZ,USA,59,131,54,1,1,2010
143632,26.2587268994,24.7282683094,5,128,178,188,GER,ARG,61,26,50,1,1,2010
143633,24.158795345700003,22.874743326500003,5,128,180,188,USA,SLO,62,89,124,1,1,2010
143634,22.2094455852,22.6803559206,5,128,185,188,SVK,ARG,63,75,69,1,1,2010
143635,23.627652293,30.3846680356,5,128,185,183,ESP,AUS,64,2,70,1,1,2010
143636,28.4462696783,28.4955509925,5,128,185,198,SUI,ROU,65,1,47,2,1,2010
143637,29.144421629,29.6728268309,5,128,175,185,ESP,FRA,66,32,104,2,1,2010
143638,28.898015058200002,20.4900752909,5,128,180,183,AUS,USA,67,22,195,2,1,2010
143639,24.5886379192,27.7973990418,5,128,183,175,CYP,ESP,68,31,18,2,1,2010
143641,33.043121149899996,25.0431211499,5,128,175,183,AUT,CRO,70,134,185,2,1,2010
143642,25.8069815195,29.6700889802,5,128,185,190,ARG,FRA,71,33,72,2,1,2010
143643,28.629705681,22.3627652293,5,128,178,185,RUS,UKR,72,6,119,2,1,2010
143644,22.6611909651,28.3559206023,5,128,188,185,SRB,SUI,73,3,58,2,1,2010
143645,23.364818617399997,29.5496235455,5,128,188,193,UZB,GER,74,103,66,2,1,2010
143646,27.5674195756,26.4503764545,5,128,183,180,RUS,CZE,75,20,92,2,1,2010
143647,27.6769336071,22.143737166300003,5,128,190,188,POL,COL,76,86,114,2,1,2010
143648,24.7556468172,28.7364818617,5,128,188,188,FRA,USA,77,10,79,2,1,2010
143649,31.794661191,25.574264202600002,5,128,188,180,GER,SRB,78,17,36,2,1,2010
143650,24.4106776181,28.59137577,5,128,183,178,ESP,GER,79,25,38,2,1,2010
143651,26.1793292266,23.7700205339,5,128,185,190,COL,ESP,80,77,113,2,1,2010
143652,27.3867214237,22.0533880903,5,128,188,188,USA,BRA,81,7,35,2,1,2010
143653,28.328542094499998,33.7330595483,5,128,188,180,ESP,GER,82,46,107,2,1,2010
143654,21.9274469541,24.336755646799997,5,128,185,196,KAZ,CZE,83,53,21,2,1,2010
143655,29.472963723499998,22.606433949299998,5,128,183,190,CHI,TUR,84,11,154,2,1,2010
143656,21.3059548255,17.2429842574,5,128,198,193,CRO,AUS,85,14,289,2,1,2010
143657,24.810403833000002,28.301163586599998,5,128,183,180,SUI,RUS,86,19,100,2,1,2010
143658,26.288843258000004,23.9370294319,5,128,190,193,GER,SRB,87,60,30,2,1,2010
143659,21.3196440794,30.058863791900002,5,128,198,185,ARG,USA,88,5,45,2,1,2010
143660,22.6803559206,32.8049281314,5,128,190,188,GBR,FRA,89,4,57,2,1,2010
143661,28.887063655,28.490075290900002,5,128,180,185,FRA,FIN,90,64,132,2,1,2010
143662,24.7310061602,25.029431896,5,128,206,175,USA,IRL,91,28,284,2,1,2010
143663,23.3812457221,21.916495551,5,128,193,180,FRA,CRO,92,12,224,2,1,2010
143664,30.8884325804,28.079397672800003,5,128,208,185,CRO,FRA,93,39,43,2,1,2010
143665,30.8364134155,22.4941820671,5,128,193,185,CRO,KAZ,94,24,131,2,1,2010
143666,26.2587268994,24.158795345700003,5,128,178,180,GER,USA,95,26,89,2,1,2010
143667,23.627652293,22.2094455852,5,128,185,185,ESP,SVK,96,2,75,2,1,2010
143668,28.4462696783,29.144421629,5,128,185,175,SUI,ESP,97,1,32,3,1,2010
143669,28.898015058200002,24.5886379192,5,128,180,183,AUS,CYP,98,22,31,3,1,2010
143670,26.176591375799998,33.043121149899996,5,128,188,175,ESP,AUT,99,9,134,3,1,2010
143671,28.629705681,25.8069815195,5,128,178,185,RUS,ARG,100,6,33,3,1,2010
143672,22.6611909651,23.364818617399997,5,128,188,188,SRB,UZB,101,3,103,3,1,2010
143673,27.6769336071,27.5674195756,5,128,190,183,POL,RUS,102,86,20,3,1,2010
143674,24.7556468172,31.794661191,5,128,188,188,FRA,GER,103,10,17,3,1,2010
143675,24.4106776181,26.1793292266,5,128,183,185,ESP,COL,104,25,77,3,1,2010
143676,27.3867214237,28.328542094499998,5,128,188,188,USA,ESP,105,7,46,3,1,2010
143677,29.472963723499998,21.9274469541,5,128,183,185,CHI,KAZ,106,11,53,3,1,2010
143678,21.3059548255,24.810403833000002,5,128,198,183,CRO,SUI,107,14,19,3,1,2010
143679,21.3196440794,26.288843258000004,5,128,198,190,ARG,GER,108,5,60,3,1,2010
143680,22.6803559206,28.887063655,5,128,190,180,GBR,FRA,109,4,64,3,1,2010
143681,24.7310061602,23.3812457221,5,128,206,193,USA,FRA,110,28,12,3,1,2010
143682,30.8884325804,30.8364134155,5,128,208,193,CRO,CRO,111,39,24,3,1,2010
143683,23.627652293,26.2587268994,5,128,185,178,ESP,GER,112,2,26,3,1,2010
143684,28.4462696783,28.898015058200002,5,128,185,180,SUI,AUS,113,1,22,4,1,2010
143685,28.629705681,26.176591375799998,5,128,178,188,RUS,ESP,114,6,9,4,1,2010
143686,22.6611909651,27.6769336071,5,128,188,190,SRB,POL,115,3,86,4,1,2010
143687,24.7556468172,24.4106776181,5,128,188,183,FRA,ESP,116,10,25,4,1,2010
143688,27.3867214237,29.472963723499998,5,128,188,183,USA,CHI,117,7,11,4,1,2010
143689,21.3059548255,21.3196440794,5,128,198,198,CRO,ARG,118,14,5,4,1,2010
143690,22.6803559206,24.7310061602,5,128,190,206,GBR,USA,119,4,28,4,1,2010
143691,23.627652293,30.8884325804,5,128,185,208,ESP,CRO,120,2,39,4,1,2010
143692,28.4462696783,28.629705681,5,128,185,178,SUI,RUS,121,1,6,5,1,2010
143693,24.7556468172,22.6611909651,5,128,188,188,FRA,SRB,122,10,3,5,1,2010
